Election,Scottish STV Winners,Adaptive Quota STV Winners,Meek STV Winners,Chamberlin-Courant Winners,Greedy Chamberlin-Courant Winners,Expanding Approvals Winners,CPO-STV Winners
aberdeenshire_2022_ward7.csv,"[4, 5, 2, 3]","[4, 5, 3, 2]","[4, 5, 3, 2]","[1, 2, 4, 5]","[4, 2, 5, 1]","[5, 4, 2, 3]","[2, 3, 4, 5]"
aberdeenshire_2022_ward8.csv,"[4, 3, 6, 1]","[4, 3, 1, 6]","[4, 3, 1, 6]","[1, 3, 4, 6]","[3, 6, 4, 1]","[4, 6, 3, 1]","[1, 3, 4, 6]"
aberdeen_2012_ward11.csv,"[6, 4, 5]","[6, 4, 5]","[6, 4, 5]","[4, 5, 6]","[6, 4, 5]","[6, 4, 5]","[4, 5, 6]"
aberdeen_2017_ward10.csv,"[2, 6, 3, 1]","[2, 6, 3, 5]","[2, 6, 3, 5]","[1, 2, 3, 6]","[6, 5, 1, 2]","[6, 2, 5, 3]","[2, 3, 5, 6]"
aberdeen_2022_ward7.csv,"[2, 3, 1]","[2, 3, 1]","[2, 3, 1]","[1, 2, 3]","[2, 1, 3]","[2, 1, 6]","[1, 2, 3]"
angus_2012_ward2.csv,"[2, 6, 4]","[2, 4, 6]","[2, 4, 6]","[2, 3, 6]","[2, 6, 3]","[2, 6, 4]","[2, 4, 6]"
angus_2012_ward4.csv,"[1, 2, 3, 6]","[1, 2, 3, 6]","[1, 2, 3, 6]","[1, 2, 3, 6]","[3, 1, 6, 2]","[1, 2, 3, 6]","[1, 2, 3, 6]"
angus_2012_ward7.csv,"[3, 4, 6, 1]","[3, 4, 6, 1]","[3, 4, 6, 1]","[1, 4, 5, 6]","[4, 6, 1, 5]","[4, 6, 3, 1]","[1, 3, 4, 6]"
angus_2012_ward8.csv,"[2, 5, 6, 3]","[2, 5, 3, 6]","[2, 5, 3, 6]","[1, 2, 3, 5]","[5, 2, 3, 1]","[5, 2, 3, 6]","[2, 3, 5, 6]"
angus_2017_ward1.csv,"[1, 5, 3]","[1, 5, 3]","[1, 5, 3]","[1, 3, 5]","[5, 1, 3]","[5, 1, 3]","[1, 3, 5]"
angus_2022_ward7.csv,"[2, 4, 6]","[2, 4, 6]","[2, 4, 3]","[2, 4, 6]","[4, 2, 6]","[4, 2, 6]","[2, 3, 4]"
argyll_bute_2012_ward10.csv,"[2, 4, 5, 6]","[2, 4, 5, 6]","[2, 4, 5, 6]","[2, 4, 5, 6]","[4, 2, 6, 5]","[2, 6, 5, 4]","[2, 4, 5, 6]"
argyll_bute_2012_ward3.csv,"[4, 6, 3]","[4, 6, 3]","[4, 6, 3]","[3, 4, 6]","[4, 6, 3]","[4, 6, 3]","[3, 4, 6]"
argyll_bute_2012_ward7.csv,"[1, 6, 3]","[1, 6, 3]","[1, 6, 3]","[1, 3, 6]","[6, 1, 3]","[6, 1, 3]","[1, 3, 6]"
argyll_bute_2012_ward8.csv,"[3, 4, 5]","[3, 4, 5]","[3, 4, 5]","[1, 3, 4]","[4, 3, 1]","[4, 3, 5]","[3, 4, 5]"
argyll_bute_2017_ward2.csv,"[2, 1, 5]","[2, 1, 5]","[2, 1, 5]","[1, 2, 5]","[1, 2, 5]","[2, 1, 5]","[1, 2, 5]"
argyll_bute_2017_ward6.csv,"[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[5, 1, 3]","[1, 3, 5]","[1, 3, 5]"
argyll_bute_2022_ward2.csv,"[4, 3, 1]","[4, 3, 1]","[4, 3, 1]","[1, 3, 4]","[3, 4, 1]","[4, 3, 1]","[1, 3, 4]"
clackmannanshire_2012_ward3.csv,"[4, 6, 5]","[4, 6, 5]","[4, 6, 5]","[2, 4, 6]","[4, 6, 2]","[4, 6, 5]","[4, 5, 6]"
clackmannanshire_2017_ward3.csv,"[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[3, 1, 4]","[3, 1, 5]","[1, 3, 5]"
clackmannanshire_2017_ward5.csv,"[4, 2, 3]","[4, 3, 2]","[4, 3, 2]","[2, 3, 4]","[4, 2, 3]","[4, 2, 3]","[2, 3, 4]"
clackmannanshire__2019_by_election_ward3_central.csv,[4],[4],[4],[4],[4],[4],[4]
dumgal_2012_ward3.csv,"[1, 2, 4]","[1, 2, 4]","[1, 2, 4]","[1, 2, 4]","[2, 1, 4]","[1, 2, 4]","[1, 2, 4]"
dumgal_2012_ward6.csv,"[1, 2, 3, 5]","[1, 2, 3, 5]","[1, 2, 3, 5]","[1, 2, 3, 5]","[5, 1, 2, 3]","[3, 1, 2, 5]","[1, 2, 3, 5]"
dumgal_2012_ward8.csv,"[1, 2, 6, 4]","[1, 2, 6, 4]","[1, 2, 6, 4]","[1, 2, 4, 6]","[1, 2, 6, 4]","[1, 2, 6, 4]","[1, 2, 4, 6]"
dumgal_2017_ward12.csv,"[1, 2, 6]","[1, 2, 6]","[1, 2, 6]","[1, 2, 3]","[1, 2, 3]","[1, 2, 6]","[1, 2, 6]"
dumgal_2017_ward4.csv,"[2, 1, 6]","[2, 1, 6]","[2, 1, 6]","[1, 2, 6]","[1, 2, 6]","[2, 1, 4]","[1, 2, 6]"
dumgal_2022_ward10.csv,"[2, 4, 5, 1]","[2, 4, 1, 5]","[2, 4, 5, 1]","[1, 2, 4, 5]","[1, 2, 4, 5]","[2, 4, 5, 1]","[1, 2, 4, 5]"
dundee_2012_ward8.csv,"[5, 4, 1, 2]","[5, 1, 4, 2]","[5, 4, 1, 2]","[1, 3, 4, 5]","[4, 5, 1, 3]","[5, 4, 2, 6]","[1, 2, 4, 5]"
east_ayrshire_2012_ward1.csv,"[4, 6, 3]","[4, 6, 3]","[4, 6, 3]","[1, 4, 6]","[4, 6, 1]","[4, 3, 6]","[3, 4, 6]"
east_ayrshire_2012_ward3.csv,"[2, 3, 6, 1]","[2, 3, 6, 1]","[2, 3, 6, 1]","[1, 2, 3, 6]","[3, 2, 1, 6]","[3, 6, 2, 1]","[1, 2, 3, 6]"
east_ayrshire_2012_ward7.csv,"[2, 5, 6, 4]","[2, 5, 6, 4]","[2, 5, 6, 3]","[1, 2, 5, 6]","[2, 5, 6, 1]","[5, 2, 6, 3]","[2, 3, 5, 6]"
east_ayrshire_2012_ward9.csv,"[3, 1, 6]","[3, 1, 6]","[3, 1, 6]","[1, 2, 3]","[3, 1, 2]","[3, 1, 6]","[1, 3, 6]"
east_ayrshire_2017_ward3.csv,"[2, 4, 5, 6]","[2, 4, 5, 6]","[2, 4, 5, 6]","[2, 4, 5, 6]","[5, 2, 4, 6]","[2, 4, 5, 6]","[2, 4, 5, 6]"
east_ayrshire_2022_ward1.csv,"[5, 6, 2, 3]","[5, 6, 3, 2]","[5, 6, 3, 2]","[2, 3, 5, 6]","[6, 2, 5, 3]","[5, 4, 6, 3]","[2, 3, 5, 6]"
east_ayrshire_2022_ward2.csv,"[1, 5, 6]","[1, 5, 6]","[1, 5, 6]","[1, 3, 5]","[1, 5, 3]","[1, 5, 6]","[1, 5, 6]"
east_ayrshire_2022_ward4.csv,"[1, 3, 2, 6]","[1, 3, 6, 2]","[1, 3, 6, 2]","[1, 2, 3, 5]","[3, 1, 5, 2]","[3, 1, 2, 6]","[1, 2, 3, 6]"
east_ayrshire_2022_ward5.csv,"[2, 5, 3]","[2, 5, 3]","[2, 5, 3]","[1, 2, 5]","[5, 2, 1]","[5, 2, 3]","[2, 3, 5]"
east_ayrshire_2022_ward7.csv,"[1, 2, 3, 6]","[1, 2, 3, 6]","[1, 2, 3, 6]","[1, 2, 5, 6]","[1, 2, 6, 5]","[2, 1, 4, 3]","[1, 2, 3, 6]"
east_ayrshire_2022_ward8.csv,"[1, 3, 2, 5]","[1, 3, 2, 5]","[1, 3, 2, 5]","[1, 2, 3, 5]","[1, 3, 5, 2]","[1, 3, 2, 5]","[1, 2, 3, 5]"
east_ayrshire_2022_ward9.csv,"[2, 6, 5]","[2, 6, 5]","[2, 6, 5]","[2, 5, 6]","[2, 6, 5]","[2, 6, 5]","[2, 5, 6]"
east_dunbartonshire_2012_ward3.csv,"[4, 6, 5]","[4, 6, 5]","[4, 6, 5]","[4, 5, 6]","[4, 6, 5]","[4, 6, 5]","[4, 5, 6]"
east_dunbartonshire_2012_ward6.csv,"[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[2, 3, 6]","[3, 2, 6]","[3, 2, 4]","[2, 3, 4]"
east_dunbartonshire_2017_ward1.csv,"[2, 5, 1]","[2, 5, 1]","[2, 5, 1]","[1, 2, 5]","[2, 1, 5]","[5, 2, 1]","[1, 2, 5]"
east_dunbartonshire_2017_ward2.csv,"[2, 6, 5]","[2, 5, 6]","[2, 5, 6]","[2, 4, 5]","[2, 6, 4]","[2, 6, 4]","[2, 5, 6]"
east_dunbartonshire_2017_ward3.csv,"[5, 3, 2]","[5, 3, 2]","[5, 3, 2]","[2, 3, 5]","[3, 5, 2]","[5, 3, 1]","[2, 3, 5]"
east_dunbartonshire_2017_ward5.csv,"[2, 4, 6]","[2, 4, 6]","[2, 4, 6]","[2, 4, 6]","[6, 4, 2]","[2, 4, 6]","[2, 4, 6]"
east_dunbartonshire_2022_ward1.csv,"[2, 4, 3]","[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[4, 2, 3]","[2, 4, 5]","[2, 3, 4]"
east_dunbartonshire_2022_ward2.csv,"[1, 6, 4]","[1, 6, 4]","[1, 6, 4]","[1, 4, 6]","[1, 6, 4]","[1, 6, 4]","[1, 4, 6]"
east_dunbartonshire_2022_ward5.csv,"[4, 5, 6]","[4, 5, 6]","[4, 5, 6]","[2, 4, 5]","[5, 4, 2]","[4, 5, 6]","[4, 5, 6]"
east_dunbartonshire_2022_ward6.csv,"[3, 1, 2]","[3, 1, 2]","[3, 1, 2]","[1, 3, 5]","[1, 3, 5]","[3, 2, 1]","[1, 2, 3]"
east_lothian_2012_ward5.csv,"[2, 4, 1]","[2, 4, 1]","[2, 4, 1]","[1, 2, 4]","[2, 4, 1]","[2, 4, 1]","[1, 2, 4]"
east_lothian_2012_ward6.csv,"[4, 6, 2]","[4, 6, 2]","[4, 6, 2]","[2, 4, 6]","[4, 2, 6]","[4, 6, 2]","[2, 4, 6]"
east_lothian_2012_ward7.csv,"[2, 4, 6]","[2, 4, 6]","[2, 4, 6]","[2, 4, 6]","[4, 2, 6]","[2, 4, 6]","[2, 4, 6]"
east_lothian_2017_ward4.csv,"[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 2, 3]","[1, 3, 2]","[1, 3, 4]","[1, 3, 4]"
east_lothian_2017_ward6.csv,"[2, 3, 5]","[2, 3, 5]","[2, 3, 5]","[2, 3, 4]","[2, 4, 3]","[3, 2, 4]","[2, 3, 5]"
east_lothian_2022_by_election_ward2.csv,[6],[6],[6],[6],[6],[6],[6]
east_renfrewshire_2012_ward6.csv,"[4, 2, 5]","[4, 2, 5]","[4, 2, 5]","[2, 4, 5]","[4, 5, 2]","[4, 5, 2]","[2, 4, 5]"
edinburgh_2012_ward11.csv,"[5, 6, 2]","[5, 6, 2]","[5, 6, 2]","[2, 5, 6]","[4, 5, 6]","[5, 4, 2]","[2, 5, 6]"
edinburgh_2012_ward6.csv,"[1, 6, 2]","[1, 6, 2]","[1, 6, 2]","[1, 4, 6]","[2, 6, 1]","[2, 6, 1]","[1, 2, 6]"
edinburgh_2012_ward9.csv,"[2, 1, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 5]","[2, 5, 1]","[2, 1, 5]","[1, 2, 3]"
edinburgh_2017_ward10.csv,"[1, 4, 5, 6]","[1, 4, 6, 5]","[1, 4, 6, 5]","[1, 2, 4, 6]","[5, 1, 4, 6]","[1, 4, 6, 5]","[1, 4, 5, 6]"
edinburgh_2017_ward11.csv,"[2, 3, 4, 1]","[2, 3, 4, 1]","[2, 3, 4, 1]","[1, 2, 3, 4]","[2, 3, 4, 1]","[3, 4, 2, 1]","[1, 2, 3, 4]"
edinburgh_2017_ward8.csv,"[5, 1, 2]","[5, 1, 2]","[5, 1, 2]","[1, 3, 5]","[5, 1, 3]","[5, 1, 2]","[1, 2, 5]"
edinburgh_2017_ward9.csv,"[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 6]","[1, 2, 6]","[2, 1, 3]","[1, 2, 3]"
edinburgh_2022_ward14.csv,"[1, 4, 6, 5]","[1, 4, 6, 5]","[1, 4, 6, 5]","[1, 4, 5, 6]","[2, 4, 6, 5]","[4, 1, 2, 6]","[1, 4, 5, 6]"
eilean_siar_2012_ward2.csv,"[4, 2, 1]","[4, 1, 2]","[4, 1, 2]","[1, 4, 6]","[4, 1, 6]","[4, 2, 1]","[1, 2, 4]"
eilean_siar_2012_ward9.csv,"[2, 4, 5, 6]","[2, 4, 5, 6]","[2, 4, 5, 6]","[2, 4, 5, 6]","[5, 4, 6, 2]","[5, 2, 4, 6]","[2, 4, 5, 6]"
eilean_siar_2017_ward5.csv,"[2, 3, 6]","[2, 3, 6]","[2, 3, 6]","[2, 3, 6]","[3, 2, 6]","[2, 3, 6]","[2, 3, 6]"
eilean_siar_2017_ward8.csv,"[1, 6, 4]","[1, 6, 4]","[1, 6, 4]","[1, 4, 6]","[1, 4, 6]","[1, 6, 4]","[1, 4, 6]"
eilean_siar_2017_ward9.csv,"[3, 4, 5, 1]","[3, 4, 5, 1]","[3, 4, 5, 1]","[2, 3, 4, 5]","[3, 4, 5, 2]","[3, 4, 5, 2]","[1, 3, 4, 5]"
eilean_siar_2022_ward7.csv,"[3, 4, 5]","[3, 4, 5]","[3, 4, 5]","[3, 4, 5]","[3, 4, 5]","[4, 3, 5]","[3, 4, 5]"
falkirk_2012_ward5.csv,"[2, 3, 1]","[2, 3, 1]","[2, 3, 1]","[1, 2, 3]","[2, 3, 1]","[2, 3, 1]","[1, 2, 3]"
falkirk_2017_ward1.csv,"[5, 6, 1]","[5, 6, 1]","[5, 6, 1]","[1, 5, 6]","[6, 1, 5]","[6, 5, 1]","[1, 5, 6]"
falkirk_2017_ward2.csv,"[1, 2, 6]","[1, 2, 6]","[1, 2, 6]","[1, 2, 3]","[1, 2, 3]","[1, 2, 6]","[1, 2, 6]"
falkirk_2017_ward5.csv,"[2, 4, 1]","[2, 4, 1]","[2, 4, 1]","[1, 2, 4]","[2, 4, 1]","[2, 4, 1]","[1, 2, 4]"
falkirk_2017_ward6.csv,"[1, 5, 4, 2]","[1, 5, 4, 2]","[1, 5, 4, 2]","[1, 3, 4, 5]","[1, 4, 3, 5]","[1, 5, 4, 2]","[1, 2, 4, 5]"
falkirk_2022_ward1.csv,"[6, 2, 1]","[6, 2, 1]","[6, 2, 1]","[1, 2, 6]","[6, 1, 2]","[6, 1, 2]","[1, 2, 6]"
falkirk_2022_ward5.csv,"[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[1, 2, 5]"
falkirk_2022_ward7.csv,"[1, 2, 4]","[1, 2, 4]","[1, 2, 4]","[1, 2, 4]","[1, 2, 4]","[1, 2, 4]","[1, 2, 4]"
fife_2012_ward12.csv,"[1, 2, 4]","[1, 2, 4]","[1, 4, 2]","[1, 2, 5]","[1, 2, 5]","[1, 2, 4]","[1, 2, 4]"
fife_2012_ward20.csv,"[4, 2, 3]","[4, 2, 3]","[4, 2, 3]","[2, 4, 6]","[4, 2, 6]","[4, 2, 3]","[2, 3, 4]"
fife_2012_ward7.csv,"[3, 6, 2]","[3, 6, 2]","[3, 6, 2]","[2, 3, 6]","[6, 3, 2]","[6, 3, 2]","[2, 3, 6]"
fife_2012_ward8.csv,"[2, 4, 1]","[2, 4, 1]","[2, 4, 1]","[1, 2, 4]","[4, 1, 2]","[4, 2, 1]","[1, 2, 4]"
fife_2017_ward20.csv,"[2, 5, 3]","[2, 5, 3]","[2, 5, 3]","[2, 3, 5]","[2, 3, 5]","[2, 5, 3]","[2, 3, 5]"
fife_2022_ward13.csv,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]","[1, 2, 3]","[3, 1, 2]","[3, 1, 6]","[1, 3, 6]"
fife_2022_ward18.csv,"[1, 5, 6, 4]","[1, 5, 6, 4]","[1, 5, 6, 4]","[1, 4, 5, 6]","[5, 6, 1, 4]","[5, 1, 6, 3]","[1, 4, 5, 6]"
glasgow_2021_by_election_ward_23_partick_east-kelvindale.csv,[4],[4],[4],[4],[4],[4],[4]
glasgow_2022_ward11.csv,"[1, 6, 3]","[1, 6, 3]","[1, 6, 3]","[1, 3, 6]","[6, 3, 1]","[6, 1, 3]","[1, 3, 6]"
glasgow_2022_ward12.csv,"[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[1, 2, 3]","[3, 2, 1]","[3, 2, 4]","[2, 3, 4]"
highland_2012_ward17.csv,"[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 4]","[2, 1, 4]","[2, 1, 3]","[1, 2, 3]"
highland_2017_ward15.csv,"[1, 2, 6]","[1, 2, 6]","[1, 2, 6]","[1, 2, 6]","[1, 2, 6]","[1, 2, 4]","[1, 2, 6]"
highland_2017_ward7.csv,"[4, 2, 6]","[2, 4, 6]","[2, 4, 6]","[2, 4, 6]","[4, 6, 2]","[4, 6, 3]","[2, 4, 6]"
highland_2021_by_election_aird_ward_3.csv,[2],[2],[2],[2],[2],[2],[2]
highland_2022_thurso.csv,"[3, 5, 4, 6]","[3, 5, 4, 6]","[3, 5, 4, 6]","[3, 4, 5, 6]","[3, 5, 6, 4]","[3, 5, 4, 6]","[3, 4, 5, 6]"
highland_2022_wick_and_east_caithness.csv,"[1, 6, 5, 3]","[1, 6, 3, 5]","[1, 6, 3, 5]","[1, 3, 5, 6]","[6, 1, 5, 3]","[6, 1, 5, 2]","[1, 3, 5, 6]"
inverclyde_2012_ward2.csv,"[3, 5, 2]","[3, 5, 2]","[3, 5, 2]","[2, 3, 4]","[3, 2, 4]","[3, 5, 2]","[2, 3, 5]"
inverclyde_2012_ward4.csv,"[1, 5, 4]","[1, 5, 4]","[1, 5, 4]","[1, 4, 5]","[5, 1, 4]","[5, 1, 4]","[1, 4, 5]"
inverclyde_2017_ward2.csv,"[3, 5, 4]","[3, 5, 4]","[3, 5, 4]","[2, 3, 5]","[5, 3, 2]","[5, 3, 4]","[3, 4, 5]"
inverclyde_2017_ward3.csv,"[3, 4, 2]","[3, 4, 2]","[3, 4, 2]","[1, 3, 4]","[3, 4, 1]","[4, 3, 2]","[2, 3, 4]"
inverclyde_2022_ward2.csv,"[5, 2, 4]","[5, 2, 4]","[5, 2, 4]","[2, 4, 5]","[5, 3, 4]","[5, 3, 4]","[2, 4, 5]"
inverclyde_2022_ward3.csv,"[1, 5, 3]","[1, 5, 3]","[1, 5, 3]","[1, 3, 5]","[5, 1, 3]","[1, 5, 3]","[1, 3, 5]"
inverclyde_2022_ward6.csv,"[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[1, 2, 3]","[2, 1, 3]","[2, 1, 4]","[1, 2, 5]"
midlothian_2012_ward1.csv,"[3, 4, 6]","[3, 4, 6]","[3, 4, 6]","[3, 4, 5]","[4, 3, 5]","[4, 3, 5]","[3, 4, 6]"
midlothian_2017_ward1.csv,"[3, 5, 4]","[3, 5, 4]","[3, 5, 4]","[3, 4, 5]","[5, 4, 3]","[3, 5, 4]","[3, 4, 5]"
midlothian_2017_ward5.csv,"[6, 2, 4]","[6, 2, 4]","[6, 4, 2]","[2, 4, 6]","[4, 2, 6]","[6, 4, 3]","[2, 4, 6]"
midlothian_2022_ward5.csv,"[5, 6, 3]","[5, 6, 3]","[5, 6, 3]","[3, 5, 6]","[5, 3, 6]","[5, 3, 6]","[3, 5, 6]"
moray_2012_ward1.csv,"[5, 6, 4]","[5, 6, 4]","[5, 6, 4]","[2, 5, 6]","[6, 5, 2]","[5, 6, 4]","[4, 5, 6]"
moray_2017_ward6.csv,"[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[2, 3, 4]","[2, 4, 3]","[2, 5, 3]","[2, 3, 4]"
moray_2022_ward5.csv,"[1, 3, 4, 5]","[1, 3, 4, 5]","[1, 3, 4, 5]","[1, 3, 4, 6]","[1, 3, 4, 6]","[3, 1, 4, 5]","[1, 3, 4, 5]"
moray_2022_ward6.csv,"[2, 3, 6]","[2, 3, 6]","[2, 3, 6]","[2, 3, 6]","[6, 3, 2]","[3, 6, 2]","[2, 3, 6]"
moray_2022_ward7.csv,"[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[1, 3, 5]","[3, 5, 1]","[5, 3, 1]","[1, 3, 5]"
moray_2022_ward8.csv,"[2, 5, 3, 6]","[2, 5, 3, 6]","[2, 5, 3, 6]","[1, 2, 3, 5]","[2, 5, 1, 3]","[2, 5, 3, 1]","[2, 3, 5, 6]"
north_ayrshire_2012_ward8.csv,"[3, 5, 2, 4]","[3, 5, 2, 4]","[3, 5, 2, 4]","[2, 3, 4, 6]","[3, 6, 2, 4]","[3, 6, 5, 2]","[2, 3, 4, 5]"
north_ayrshire_2017_ward2.csv,"[1, 5, 3]","[1, 5, 3]","[1, 5, 3]","[1, 3, 5]","[1, 5, 3]","[1, 5, 3]","[1, 3, 5]"
north_ayrshire_2017_ward8.csv,"[3, 1, 2, 6]","[3, 1, 2, 6]","[3, 1, 2, 6]","[1, 2, 3, 6]","[3, 2, 1, 6]","[3, 2, 1, 6]","[1, 2, 3, 6]"
north_ayrshire_2022_arran.csv,[1],[1],[1],[1],[1],[6],[1]
north_ayrshire_2022_kilwinning.csv,"[1, 2, 6, 4]","[1, 2, 6, 4]","[1, 2, 6, 3]","[1, 2, 4, 6]","[1, 2, 4, 6]","[1, 2, 6, 3]","[1, 2, 3, 6]"
north_lanarkshire_2012_ward1.csv,"[2, 3, 6]","[2, 3, 6]","[2, 3, 6]","[2, 3, 6]","[2, 6, 3]","[2, 3, 6]","[2, 3, 6]"
north_lanarkshire_2012_ward12.csv,"[1, 5, 2]","[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[5, 4, 1]","[5, 4, 3]","[1, 2, 5]"
north_lanarkshire_2012_ward14.csv,"[1, 6, 5]","[1, 6, 5]","[1, 6, 5]","[1, 2, 5]","[1, 5, 2]","[1, 6, 5]","[1, 5, 6]"
north_lanarkshire_2012_ward15.csv,"[2, 5, 1]","[2, 5, 1]","[2, 5, 1]","[1, 2, 5]","[2, 1, 5]","[2, 5, 1]","[1, 2, 5]"
north_lanarkshire_2012_ward19.csv,"[4, 5, 1, 6]","[4, 5, 1, 6]","[4, 5, 1, 6]","[1, 4, 5, 6]","[4, 5, 6, 1]","[4, 5, 6, 1]","[1, 4, 5, 6]"
north_lanarkshire_2012_ward20.csv,"[2, 4, 5, 3]","[2, 4, 5, 3]","[2, 4, 5, 3]","[1, 2, 4, 5]","[4, 2, 5, 1]","[4, 2, 5, 3]","[2, 3, 4, 5]"
north_lanarkshire_2012_ward4.csv,"[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[3, 1, 4]","[1, 3, 4]","[1, 3, 4]"
north_lanarkshire_2012_ward6.csv,"[3, 6, 2, 1]","[3, 6, 1, 2]","[3, 6, 1, 2]","[2, 3, 4, 6]","[3, 2, 4, 6]","[3, 6, 2, 4]","[1, 2, 3, 6]"
north_lanarkshire_2012_ward8.csv,"[2, 4, 5]","[2, 4, 5]","[2, 4, 5]","[1, 2, 4]","[2, 4, 1]","[2, 4, 5]","[2, 4, 5]"
north_lanarkshire_2017_ward18.csv,"[3, 5, 6, 2]","[3, 5, 6, 2]","[3, 5, 6, 2]","[1, 2, 3, 5]","[5, 3, 1, 2]","[3, 2, 5, 6]","[2, 3, 5, 6]"
north_lanarkshire_2017_ward5.csv,"[1, 6, 2]","[1, 2, 6]","[1, 2, 6]","[1, 2, 6]","[6, 1, 2]","[1, 6, 4]","[1, 2, 6]"
north_lanarkshire_2022_ward10.csv,"[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[1, 3, 4]","[3, 1, 4]","[3, 1, 4]","[1, 3, 4]"
north_lanarkshire_2022_ward16.csv,"[1, 5, 6]","[1, 5, 6]","[1, 5, 6]","[1, 2, 5]","[5, 1, 2]","[5, 1, 6]","[1, 5, 6]"
north_lanarkshire_2022_ward17.csv,"[1, 3, 6]","[1, 3, 6]","[1, 3, 2]","[1, 3, 6]","[3, 1, 6]","[1, 3, 4]","[1, 2, 3]"
north_lanarkshire_2022_ward18.csv,"[2, 3, 6, 5]","[2, 3, 6, 5]","[2, 3, 6, 5]","[1, 2, 3, 6]","[3, 2, 1, 6]","[2, 3, 6, 5]","[2, 3, 5, 6]"
north_lanarkshire_2022_ward6.csv,"[3, 5, 2]","[3, 2, 5]","[3, 2, 5]","[1, 3, 5]","[3, 5, 1]","[3, 5, 2]","[2, 3, 5]"
north_lanarkshire_2022_ward9.csv,"[1, 3, 4, 6]","[1, 3, 4, 6]","[1, 3, 4, 6]","[1, 2, 3, 4]","[4, 3, 2, 1]","[3, 1, 4, 6]","[1, 3, 4, 6]"
orkney_2022_ward3.csv,"[5, 1, 4]","[5, 1, 4]","[5, 1, 4]","[1, 4, 5]","[5, 1, 4]","[5, 1, 4]","[1, 4, 5]"
orkney_2022_ward4.csv,"[1, 4, 3, 5]","[1, 4, 3, 5]","[1, 4, 3, 5]","[1, 3, 4, 6]","[4, 1, 3, 6]","[4, 1, 3, 5]","[1, 3, 4, 5]"
perth_kinross_2012_ward6.csv,"[6, 1, 2]","[6, 2, 1]","[6, 2, 1]","[1, 2, 6]","[2, 6, 1]","[6, 2, 1]","[1, 2, 6]"
perth_kinross_2012_ward9.csv,"[5, 1, 4]","[5, 1, 4]","[5, 1, 6]","[1, 4, 5]","[1, 5, 4]","[5, 1, 4]","[1, 5, 6]"
perth_kinross_2017_by_election_ward_10.csv,[3],[3],[3],[1],[1],[1],[1]
perth_kinross_2017_ward1.csv,"[3, 1, 5]","[3, 1, 5]","[3, 1, 5]","[1, 3, 5]","[3, 5, 1]","[3, 5, 1]","[1, 3, 5]"
perth_kinross_2017_ward3.csv,"[6, 1, 3]","[6, 1, 3]","[6, 1, 3]","[1, 3, 6]","[6, 3, 1]","[6, 3, 1]","[1, 3, 6]"
perth_kinross_2017_ward4.csv,"[1, 6, 3]","[1, 3, 6]","[1, 3, 6]","[1, 3, 6]","[1, 6, 3]","[1, 6, 3]","[1, 3, 6]"
perth_kinross_2017_ward9.csv,"[2, 5, 1]","[2, 5, 1]","[2, 5, 1]","[1, 2, 5]","[2, 1, 5]","[2, 5, 1]","[1, 2, 5]"
perth_kinross_2020_by_election_south.csv,[1],[1],[1],[1],[1],[1],[1]
perth_kinross_2022_ward6.csv,"[1, 5, 4]","[1, 5, 4]","[1, 5, 4]","[1, 4, 5]","[1, 4, 5]","[5, 1, 4]","[1, 4, 5]"
perth_kinross_2022_ward7.csv,"[1, 2, 5]","[1, 2, 5]","[1, 2, 5]","[1, 2, 3]","[1, 2, 3]","[1, 2, 3]","[1, 2, 5]"
perth_kinross_2022_ward9.csv,"[2, 3, 5]","[2, 3, 5]","[2, 3, 5]","[2, 3, 4]","[3, 2, 4]","[2, 3, 5]","[2, 3, 5]"
renfrewshire_2012_ward10.csv,"[1, 4, 5]","[1, 4, 5]","[1, 4, 5]","[1, 4, 5]","[4, 1, 5]","[4, 5, 1]","[1, 4, 5]"
renfrewshire_2022_ward12.csv,"[1, 5, 6, 4]","[1, 5, 6, 4]","[1, 5, 6, 4]","[1, 4, 5, 6]","[5, 6, 4, 1]","[5, 6, 1, 4]","[1, 4, 5, 6]"
