Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,AQ STV - Losing Voter Bloc Anomaly,AQ STV - Removed Loser Ballots,AQ STV - Winning Voter Bloc Anomaly,AQ STV - Removed Winner Ballots,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Chamberlin-Courant (OM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Loser Ballots,Chamberlin-Courant (OM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Winner Ballots,Greedy Chamberlin-Courant (OM) - Losing Voter Bloc Anomaly,Greedy Chamberlin-Courant (OM) - Removed Loser Ballots,Greedy Chamberlin-Courant (OM) - Winning Voter Bloc Anomaly,Greedy Chamberlin-Courant (OM) - Removed Winner Ballots,Chamberlin-Courant (PM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Loser Ballots,Chamberlin-Courant (PM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Winner Ballots,Greedy Chamberlin-Courant (PM) - Losing Voter Bloc Anomaly,Greedy Chamberlin-Courant (PM) - Removed Loser Ballots,Greedy Chamberlin-Courant (PM) - Winning Voter Bloc Anomaly,Greedy Chamberlin-Courant (PM) - Removed Winner Ballots,Expanding Approvals - Losing Voter Bloc Anomaly,Expanding Approvals - Removed Loser Ballots,Expanding Approvals - Winning Voter Bloc Anomaly,Expanding Approvals - Removed Winner Ballots
south_lanarkshire_2012_ward5.csv,"[3, 7, 2, 4]","{(10,): 4, (10, 5): 0, (10, 8): 0, (10, 8, 9): 0, (10, 9, 8): 0, (11,): 10, (11, 10): 0, (11, 10, 5): 0, (11, 10, 9, 8): 0, (11, 5): 1, (11, 6): 1, (11, 6, 8): 0, (11, 8): 0, (11, 8, 6): 0, (11, 9): 0, (11, 9, 10): 0, (5,): 72, (5, 10): 0, (5, 10, 11): 0, (5, 10, 6): 0, (5, 10, 8): 0, (5, 11): 4, (5, 11, 8): 0, (5, 11, 9): 0, (5, 6): 4, (5, 6, 10): 0, (5, 6, 8): 0, (5, 6, 9): 0, (5, 8): 4, (5, 8, 10): 0, (5, 8, 11): 1, (5, 8, 6): 0, (5, 8, 9): 1, (5, 8, 9, 11, 10): 0, (5, 9): 5, (5, 9, 11): 0, (5, 9, 8): 0, (6,): 25, (6, 10): 0, (6, 10, 5): 0, (6, 10, 8): 0, (6, 11): 1, (6, 11, 9): 0, (6, 8): 4, (6, 8, 11): 0, (8,): 13, (8, 10): 0, (8, 10, 6): 0, (8, 11): 2, (8, 5): 1, (8, 5, 11): 0, (8, 5, 6, 11): 0, (8, 6): 1, (8, 6, 11): 0, (8, 9): 0, (8, 9, 10): 0, (9,): 1, (9, 10): 0, (9, 10, 11): 0, (9, 11): 0, (9, 11, 10): 0, (9, 5): 1}",,,"[3, 7, 2, 4]","{(10,): 4, (10, 5): 0, (10, 8): 0, (10, 8, 9): 0, (10, 9, 8): 0, (11,): 10, (11, 10): 0, (11, 10, 5): 0, (11, 10, 9, 8): 0, (11, 5): 1, (11, 6): 1, (11, 6, 8): 0, (11, 8): 0, (11, 8, 6): 0, (11, 9): 0, (11, 9, 10): 0, (5,): 72, (5, 10): 0, (5, 10, 11): 0, (5, 10, 6): 0, (5, 10, 8): 0, (5, 11): 4, (5, 11, 8): 0, (5, 11, 9): 0, (5, 6): 4, (5, 6, 10): 0, (5, 6, 8): 0, (5, 6, 9): 0, (5, 8): 4, (5, 8, 10): 0, (5, 8, 11): 1, (5, 8, 6): 0, (5, 8, 9): 1, (5, 8, 9, 11, 10): 0, (5, 9): 5, (5, 9, 11): 0, (5, 9, 8): 0, (6,): 25, (6, 10): 0, (6, 10, 5): 0, (6, 10, 8): 0, (6, 11): 1, (6, 11, 9): 0, (6, 8): 4, (6, 8, 11): 0, (8,): 13, (8, 10): 0, (8, 10, 6): 0, (8, 11): 2, (8, 5): 1, (8, 5, 11): 0, (8, 5, 6, 11): 0, (8, 6): 1, (8, 6, 11): 0, (8, 9): 0, (8, 9, 10): 0, (9,): 1, (9, 10): 0, (9, 10, 11): 0, (9, 11): 0, (9, 11, 10): 0, (9, 5): 1}",,,,,"[3, 7, 2, 1]","{(3,): 15, (3, 7): 126, (7,): 6, (7, 3): 72}",,,"[1, 2, 7, 8]","{(3,): 45, (3, 4): 5, (3, 4, 5): 2, (3, 5): 3, (3, 5, 4): 1, (4,): 34, (4, 3): 4, (4, 5): 11, (5,): 180, (5, 3): 9, (5, 3, 4): 2, (5, 4): 26, (5, 4, 3): 1}",,,"[7, 2, 1, 8]","{(3,): 45, (3, 4): 5, (3, 4, 5): 2, (3, 5): 3, (3, 5, 4): 1, (4,): 34, (4, 3): 4, (4, 5): 11, (5,): 180, (5, 3): 9, (5, 3, 4): 2, (5, 4): 26, (5, 4, 3): 1}",,,"[1, 2, 7, 8]","{(3,): 45, (3, 4): 5, (3, 4, 5): 2, (3, 5): 3, (3, 5, 4): 1, (4,): 34, (4, 3): 4, (4, 5): 11, (5,): 180, (5, 3): 9, (5, 3, 4): 2, (5, 4): 26, (5, 4, 3): 1}",,,"[7, 2, 1, 5]","{(3,): 30, (3, 4): 3, (3, 4, 5): 1, (3, 5): 2, (3, 5, 4): 0, (4,): 22, (4, 3): 2, (4, 5): 7, (5,): 120, (5, 3): 6, (5, 3, 4): 1, (5, 4): 17, (5, 4, 3): 0}",,,"[3, 6, 4, 7]","{(3,): 15, (3, 4): 1, (3, 4, 7): 1, (3, 7): 126, (3, 7, 4): 12, (4,): 11, (4, 3): 1, (4, 3, 7): 2, (4, 7): 4, (4, 7, 3): 2, (7,): 6, (7, 3): 72, (7, 3, 4): 17, (7, 4): 2, (7, 4, 3): 1}"
aberdeen_2012_ward12.csv,"[1, 3, 4, 11]","{(10,): 51, (10, 12, 2): 1, (10, 2): 1, (10, 2, 12): 1, (10, 2, 8): 1, (10, 5, 8, 2): 1, (10, 5, 8, 6, 2): 1, (10, 5, 9): 1, (10, 5, 9, 6): 1, (10, 6): 4, (10, 6, 5): 1, (10, 6, 5, 2): 1, (10, 6, 5, 2, 8): 1, (10, 6, 8): 2, (10, 8): 1, (10, 8, 2, 5, 6): 1, (10, 8, 6, 5, 2, 9): 1, (10, 9): 6, (10, 9, 2, 5, 6, 8): 1, (10, 9, 6, 2): 1, (10, 9, 8): 2, (12,): 7, (12, 2): 1, (12, 6, 5, 8, 2): 1, (12, 6, 8, 5): 1, (2,): 6, (2, 10, 5): 1, (2, 5, 10): 1, (2, 5, 10, 8): 1, (2, 5, 6, 12): 1, (2, 5, 6, 8): 3, (2, 5, 6, 8, 9): 1, (2, 5, 6, 8, 9, 12): 1, (2, 5, 8): 1, (2, 6): 1, (2, 6, 10): 2, (2, 6, 5): 1, (2, 8, 6): 1, (5,): 31, (5, 10): 4, (5, 10, 2): 1, (5, 10, 8): 1, (5, 10, 9): 1, (5, 2): 1, (5, 2, 6): 1, (5, 2, 6, 8): 4, (5, 2, 6, 8, 9): 1, (5, 2, 8): 4, (5, 6): 7, (5, 6, 2): 1, (5, 6, 2, 8): 4, (5, 6, 8): 3, (5, 6, 8, 2): 1, (5, 6, 8, 2, 9): 1, (5, 6, 9): 1, (5, 8): 1, (5, 8, 2): 4, (5, 8, 2, 10, 6): 1, (5, 8, 6): 1, (5, 8, 6, 2): 3, (5, 8, 9, 6): 1, (5, 9): 1, (6,): 10, (6, 12): 1, (6, 2): 2, (6, 2, 5): 4, (6, 2, 5, 8): 1, (6, 2, 8): 1, (6, 5): 1, (6, 5, 2, 8): 1, (6, 5, 8): 2, (6, 5, 8, 2): 1, (6, 5, 8, 2, 9, 12): 1, (6, 5, 9, 2): 1, (6, 8, 5, 2): 1, (6, 8, 5, 2, 9): 1, (6, 9): 3, (6, 9, 2): 1, (8,): 4, (8, 2, 5, 6): 1, (8, 2, 6): 1, (8, 5, 2): 1, (8, 5, 6, 2): 1, (8, 6, 10): 1, (8, 6, 2, 5): 1, (8, 6, 5, 2): 3, (8, 9): 1, (8, 9, 5, 6): 1, (9,): 23, (9, 10): 4, (9, 10, 5): 2, (9, 10, 5, 2, 8, 6): 1, (9, 2, 5, 6): 1, (9, 2, 8, 6, 5): 1, (9, 5, 2, 6, 8): 1, (9, 6): 2, (9, 6, 2): 1, (9, 6, 2, 5, 8): 1, (9, 6, 5): 2, (9, 6, 5, 2): 2, (9, 6, 5, 2, 8): 1, (9, 8, 10): 1}",,,,,,,,,"[1, 3, 4, 7]","{(1,): 93}",,,,,,,,,,,"[1, 3, 4, 5]","{(1,): 31, (1, 4): 1, (1, 4, 7): 1, (1, 7): 3, (1, 7, 4): 0, (4,): 65, (4, 1): 2, (4, 1, 7): 1, (4, 7): 3, (4, 7, 1): 0, (7,): 11, (7, 1): 4, (7, 1, 4): 0}",,,,,,,,
edinburgh_2022_ward12.csv,,,,,,,,,,,"[6, 9, 2, 7]","{(2,): 300}",,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward16.csv,"[5, 6, 10, 9]","{(1,): 25, (1, 2): 3, (1, 2, 11): 1, (1, 2, 11, 8): 1, (1, 2, 3, 4): 1, (1, 2, 8): 1, (1, 3): 1, (1, 3, 2, 4): 1, (1, 3, 7): 1, (1, 7): 5, (1, 7, 3): 1, (1, 8, 2): 2, (11,): 37, (11, 1): 1, (11, 2): 2, (11, 2, 4): 1, (11, 2, 8): 7, (11, 2, 8, 4): 1, (11, 4): 10, (11, 4, 2): 2, (11, 4, 8): 1, (11, 7, 1): 1, (11, 8): 1, (11, 8, 2): 8, (11, 8, 4, 7): 1, (2,): 11, (2, 1): 2, (2, 1, 7): 2, (2, 11): 5, (2, 11, 7): 1, (2, 11, 8): 1, (2, 3, 8): 1, (2, 4): 1, (2, 4, 11): 1, (2, 7, 1): 1, (2, 7, 8): 1, (2, 8): 101, (2, 8, 1): 1, (2, 8, 11): 21, (2, 8, 11, 4): 1, (2, 8, 11, 7): 1, (2, 8, 3): 4, (2, 8, 4): 2, (2, 8, 4, 11): 1, (2, 8, 7): 1, (3,): 3, (3, 11): 1, (3, 11, 8): 1, (3, 2, 7): 1, (3, 7): 1, (3, 7, 8): 1, (3, 8): 1, (4,): 11, (4, 11): 5, (4, 11, 2, 3): 1, (4, 2, 11): 1, (4, 8): 1, (7,): 11, (7, 1): 5, (7, 1, 2): 1, (7, 1, 3): 2, (7, 2): 1, (7, 2, 1): 2, (7, 2, 8): 1, (7, 3): 1, (7, 3, 2): 1, (7, 8, 4): 1, (8,): 1, (8, 11, 2): 1, (8, 2): 3, (8, 2, 11): 2, (8, 2, 4, 11): 1, (8, 2, 7): 1}","[5, 6, 10, 9]","{(10,): 11, (10, 5): 135, (5,): 40, (5, 10): 285}","[5, 6, 10, 9]","{(1,): 12, (1, 2): 1, (1, 2, 11): 0, (1, 2, 11, 8): 0, (1, 2, 3, 4): 0, (1, 2, 8): 0, (1, 3): 0, (1, 3, 2, 4): 0, (1, 3, 7): 0, (1, 7): 2, (1, 7, 3): 0, (1, 8, 2): 1, (11,): 18, (11, 1): 0, (11, 2): 1, (11, 2, 4): 0, (11, 2, 8): 3, (11, 2, 8, 4): 0, (11, 4): 5, (11, 4, 2): 1, (11, 4, 8): 0, (11, 7, 1): 0, (11, 8): 0, (11, 8, 2): 4, (11, 8, 4, 7): 0, (2,): 5, (2, 1): 1, (2, 1, 7): 1, (2, 11): 2, (2, 11, 7): 0, (2, 11, 8): 0, (2, 3, 8): 0, (2, 4): 0, (2, 4, 11): 0, (2, 7, 1): 0, (2, 7, 8): 0, (2, 8): 50, (2, 8, 1): 0, (2, 8, 11): 10, (2, 8, 11, 4): 0, (2, 8, 11, 7): 0, (2, 8, 3): 2, (2, 8, 4): 1, (2, 8, 4, 11): 0, (2, 8, 7): 0, (3,): 1, (3, 11): 0, (3, 11, 8): 0, (3, 2, 7): 0, (3, 7): 0, (3, 7, 8): 0, (3, 8): 0, (4,): 5, (4, 11): 2, (4, 11, 2, 3): 0, (4, 2, 11): 0, (4, 8): 0, (7,): 5, (7, 1): 2, (7, 1, 2): 0, (7, 1, 3): 1, (7, 2): 0, (7, 2, 1): 1, (7, 2, 8): 0, (7, 3): 0, (7, 3, 2): 0, (7, 8, 4): 0, (8,): 0, (8, 11, 2): 0, (8, 2): 1, (8, 2, 11): 1, (8, 2, 4, 11): 0, (8, 2, 7): 0}","[5, 6, 10, 9]","{(10,): 11, (10, 5): 135, (5,): 40, (5, 10): 285}",,,,,,,,,,,,,,,,,,,,,,,"[5, 6, 10, 12]","{(6,): 37}"
glasgow_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward19.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9, 5, 7, 4]","{(1,): 34, (1, 10): 1, (1, 10, 11): 1, (1, 10, 3): 2, (1, 10, 3, 2): 1, (1, 10, 6): 1, (1, 2): 3, (1, 2, 10): 2, (1, 2, 3): 3, (1, 2, 8): 1, (1, 3): 2, (1, 3, 2): 1, (1, 6): 2, (1, 8, 10, 11, 3): 1, (1, 8, 6): 1, (10,): 17, (10, 1): 3, (10, 1, 3): 1, (10, 11): 1, (10, 11, 6): 2, (10, 11, 8): 1, (10, 3, 1): 1, (10, 3, 1, 2): 1, (10, 3, 6): 1, (10, 6, 1): 1, (11,): 23, (11, 1, 2): 1, (11, 1, 3): 1, (11, 2): 2, (11, 2, 1): 2, (11, 2, 3): 1, (11, 2, 8): 2, (11, 6): 1, (11, 8): 2, (11, 8, 10, 1, 2): 1, (11, 8, 2, 1): 1, (11, 8, 3): 2, (2,): 9, (2, 1): 2, (2, 1, 11): 1, (2, 11): 1, (2, 11, 8): 1, (2, 3): 3, (2, 3, 1): 1, (2, 6, 1): 1, (3,): 10, (3, 1): 1, (3, 1, 2): 2, (3, 1, 8): 1, (3, 10): 1, (3, 11): 1, (3, 2): 3, (3, 2, 1, 11, 8): 1, (6,): 36, (6, 1): 4, (6, 1, 10): 1, (6, 1, 2): 1, (6, 10, 11): 1, (6, 11): 1, (6, 2): 1, (6, 2, 1, 8): 1, (6, 3, 8, 1): 1, (8,): 9, (8, 10, 1): 1, (8, 10, 11, 1, 2): 1, (8, 11): 3, (8, 11, 1): 1, (8, 11, 10, 2): 1, (8, 2, 3): 1, (8, 3): 1, (8, 3, 11): 1, (8, 6): 1, (8, 6, 10): 1}","[9, 5, 7, 4]","{(9,): 72}"
highland_2017_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2022_north_coast.csv,,,,,,,,,,,,,,,,,,,"[4, 2, 10, 12, 1]","{(2,): 45, (10,): 82, (2, 10): 10, (10, 2): 9}",,,,,,,,,"[1, 10, 2, 4, 7]","{(9, 8, 6): 0, (8,): 6, (8, 11, 9): 0, (5, 3, 6): 0, (3, 9): 0, (5, 11, 8, 3, 6): 0, (9, 11): 4, (6, 11): 0, (8, 9, 11): 0, (6, 11, 8): 0, (6, 3, 11, 5): 0, (3, 8): 0, (5,): 3, (11, 3, 8): 0, (6, 8, 9): 0, (11,): 15, (5, 9): 0, (8, 11): 1, (9, 6): 0, (9, 6, 5): 0, (9, 11, 6): 0, (9,): 9, (6, 3): 0, (3, 5): 2, (8, 3): 0, (11, 9): 2, (6, 11, 5): 0, (6,): 12, (3,): 2, (11, 5): 0, (5, 11): 0, (5, 8): 0, (9, 3): 0, (3, 5, 11): 0, (8, 9): 0, (6, 5): 1, (9, 8): 0, (8, 5): 0}","[10, 2, 1, 4, 7]","{(10, 4, 2): 0, (2, 10, 4): 0, (1,): 12, (2, 4): 2, (2, 1, 10): 0, (2,): 45, (4, 10, 1): 7, (1, 10): 1, (10, 1, 2, 4): 0, (10,): 82, (1, 2): 1, (4, 2): 0, (4, 1, 2): 3, (1, 4): 119, (4,): 14, (2, 10): 10, (10, 4): 17, (1, 4, 10): 21, (4, 1): 84, (10, 2, 1): 0, (4, 10, 2): 0, (4, 10): 8, (1, 4, 2, 10): 0, (10, 2): 9, (2, 4, 10): 1, (4, 1, 10): 19, (4, 2, 1): 0, (10, 1, 4): 11, (2, 1, 4): 1, (1, 4, 2): 4, (10, 2, 4): 0, (10, 1): 1, (10, 1, 2): 0, (2, 1): 2, (4, 1, 10, 2): 0, (2, 4, 1): 1, (1, 2, 4): 1, (10, 4, 1): 13, (1, 10, 4): 1}"
north_lanarkshire_2017_ward19.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2022_ward11.csv,,,,,,,,,,,,,,,"[3, 4, 8, 9]","{(7,): 95}",,,"[3, 9, 7, 8]","{(8,): 460, (8, 7, 4): 6, (7, 4, 8): 5, (4, 8): 29, (4, 7): 114, (8, 4): 63, (7,): 95, (4,): 168, (7, 8): 7, (7, 4): 73, (8, 4, 7): 9, (7, 8, 4): 3, (8, 7): 17, (4, 8, 7): 6, (4, 7, 8): 6}",,,,,,,"[3, 9, 7, 8]","{(8,): 460, (8, 7, 4): 6, (7, 4, 8): 5, (4, 8): 29, (4, 7): 114, (8, 4): 63, (7,): 95, (4,): 168, (7, 8): 7, (7, 4): 73, (8, 4, 7): 9, (7, 8, 4): 3, (8, 7): 17, (4, 8, 7): 6, (4, 7, 8): 6}","[8, 7, 6, 3]","{(1, 10, 12): 0, (12,): 2, (13, 1): 3, (12, 2, 1, 5, 11, 10): 0, (5, 11, 12): 0, (12, 10): 0, (12, 1): 0, (12, 4, 1): 0, (10, 2, 12): 0, (12, 10, 13): 0, (1,): 3, (13, 5, 1): 0, (12, 11, 5, 2): 0, (12, 1, 11): 0, (5, 4): 0, (5, 11, 12, 10): 0, (12, 13): 0, (4, 5): 0, (4, 13): 1, (1, 10, 5): 0, (5,): 0, (12, 4, 13): 0, (1, 12, 4): 0, (13, 1, 12, 11): 0, (13, 4): 0, (5, 1, 12, 10): 0, (12, 11, 5, 2, 1, 10): 0, (4, 1, 5): 0, (10, 11, 12): 0, (4, 2): 0, (4, 1, 2, 10): 0, (4, 5, 2): 0, (5, 4, 2): 0, (4, 1, 2): 0, (10, 13, 4): 0, (11, 12, 1, 2): 0, (1, 4): 0, (11,): 0, (1, 13, 4): 0, (5, 2, 12, 10, 13): 0, (12, 11, 5, 4, 13): 0, (1, 2, 11): 0, (4,): 67, (12, 2, 5, 1, 11, 10): 0, (13, 1, 12): 0, (4, 1): 2, (10, 4, 11, 12, 5): 0, (12, 4): 0, (5, 2, 1): 0, (5, 4, 1): 0, (12, 5, 10): 0, (4, 2, 10): 0, (4, 10): 1, (13, 10): 1, (4, 1, 11): 0, (4, 5, 1): 0, (2, 5, 12): 0, (1, 2, 5, 10, 11, 12): 1, (13,): 2, (1, 12, 10, 5, 2, 11): 0, (4, 2, 5, 10, 11, 12, 1): 0, (2, 5, 10, 11, 12): 0, (12, 4, 10): 0, (4, 1, 10): 0, (4, 12, 13): 0, (4, 10, 12, 11, 5, 2, 1): 0, (1, 4, 10, 11, 13): 0, (4, 12): 0, (5, 12): 0, (4, 11): 0, (13, 1, 2, 5, 10, 11): 0, (1, 2, 11, 12): 0, (5, 2, 11): 0, (10, 4, 11): 0, (12, 11, 2, 1): 0, (2, 5, 11, 12): 0, (12, 11, 5): 0, (1, 4, 5): 0, (11, 2, 5, 10, 12): 0, (11, 12): 0, (4, 1, 2, 12): 0, (12, 11, 2, 5): 0, (4, 1, 2, 10, 11, 12): 0, (12, 5): 0, (13, 12, 11): 0, (1, 2, 5, 10, 11): 0, (4, 11, 2, 5): 0}","[7, 3, 6, 4]","{(8,): 153, (3, 8): 57, (3, 7, 8): 4, (7,): 31, (7, 8): 2, (8, 7, 3): 6, (8, 3, 7): 11, (7, 3): 14, (8, 3): 109, (3,): 52, (3, 8, 7): 9, (7, 3, 8): 2, (7, 8, 3): 0, (8, 7): 5, (3, 7): 18}"
glasgow_2007_eastcentre.csv,,,,,,,,,,,,,,,,,,,,,,,"[3, 5, 6, 10]","{(2,): 219}",,,"[5, 6, 10, 3]","{(2,): 219}",,,"[6, 2, 5, 3]","{(5,): 88}"
glasgow_2012_ward11.csv,,,,,,,,,,,"[1, 13, 9, 12]","{(9,): 30}",,,,,,,,,,,,,,,,,,,"[1, 9, 13, 10]","{(1,): 34, (1, 13): 10, (13,): 72, (13, 1): 10}"
glasgow_2012_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 5, 2, 10]","{(1,): 56, (1, 11): 16, (1, 11, 13): 1, (1, 11, 3): 0, (1, 11, 6): 0, (1, 11, 6, 7): 1, (1, 11, 6, 7, 3): 0, (1, 11, 7, 6): 0, (1, 11, 8, 3): 0, (1, 11, 9): 0, (1, 13): 4, (1, 13, 11): 0, (1, 13, 3, 11): 0, (1, 13, 6): 0, (1, 13, 6, 7): 0, (1, 13, 6, 9): 0, (1, 13, 7): 0, (1, 13, 7, 6): 0, (1, 13, 7, 6, 9): 0, (1, 13, 9): 0, (1, 3): 1, (1, 3, 11, 7): 0, (1, 3, 6): 0, (1, 6): 2, (1, 6, 11): 0, (1, 6, 11, 7): 0, (1, 6, 13): 0, (1, 6, 13, 11, 7): 0, (1, 6, 13, 9): 0, (1, 6, 7): 12, (1, 6, 7, 11): 2, (1, 6, 7, 11, 3): 0, (1, 6, 7, 11, 9): 0, (1, 6, 7, 13): 1, (1, 6, 7, 13, 11): 0, (1, 6, 7, 13, 9): 0, (1, 6, 7, 3): 0, (1, 6, 7, 8, 9): 0, (1, 6, 7, 9): 1, (1, 6, 7, 9, 11, 13): 0, (1, 6, 7, 9, 13): 0, (1, 6, 7, 9, 13, 3): 0, (1, 6, 9): 0, (1, 6, 9, 7): 0, (1, 7): 0, (1, 7, 11): 0, (1, 7, 13, 9): 0, (1, 7, 6): 2, (1, 7, 6, 11): 0, (1, 7, 6, 13): 0, (1, 7, 6, 9): 0, (1, 7, 6, 9, 11): 0, (1, 7, 9): 0, (1, 8, 13): 0, (1, 9): 6, (1, 9, 11): 0, (1, 9, 13): 0, (1, 9, 6): 0, (1, 9, 6, 7): 1, (1, 9, 7): 1, (1, 9, 7, 13): 0, (1, 9, 7, 6): 0, (11,): 17, (11, 1): 6, (11, 1, 13): 0, (11, 1, 3): 0, (11, 1, 6): 0, (11, 1, 6, 7): 0, (11, 1, 7): 0, (11, 1, 9): 0, (11, 1, 9, 7, 6): 0, (11, 13): 0, (11, 13, 9): 0, (11, 3): 0, (11, 6, 1): 0, (11, 6, 1, 7): 0, (11, 6, 7): 0, (11, 7, 6, 3, 13): 0, (11, 8, 1): 0, (11, 8, 6, 7): 0, (11, 9): 0, (11, 9, 3): 0, (11, 9, 8): 0, (13,): 5, (13, 1): 0, (13, 1, 11): 0, (13, 1, 6): 0, (13, 1, 6, 7): 0, (13, 1, 6, 7, 9): 0, (13, 1, 6, 7, 9, 3): 0, (13, 1, 9): 0, (13, 11): 0, (13, 11, 1): 0, (13, 11, 1, 7): 0, (13, 8, 3, 9): 0, (13, 9): 0, (13, 9, 1): 0, (13, 9, 1, 7, 6): 0, (13, 9, 3): 0, (13, 9, 6, 7): 0, (13, 9, 7): 0, (3,): 2, (3, 1, 9): 0, (3, 11, 1): 0, (6,): 0, (6, 1, 3): 0, (6, 13, 7): 0, (6, 7): 0, (6, 7, 1): 1, (6, 7, 1, 9): 0, (6, 7, 11): 0, (6, 7, 11, 9): 0, (6, 7, 13): 0, (6, 7, 3): 0, (6, 7, 9): 1, (6, 7, 9, 1): 0, (6, 7, 9, 1, 3): 0, (6, 7, 9, 13): 0, (7, 1, 11): 0, (7, 1, 6): 0, (7, 11, 1, 6): 0, (7, 6): 2, (7, 6, 1): 0, (7, 6, 11, 1): 0, (7, 6, 9): 0, (7, 9, 1): 0, (8,): 2, (9,): 3, (9, 1): 0, (9, 1, 13): 0, (9, 1, 3): 0, (9, 1, 6): 0, (9, 1, 6, 7): 1, (9, 1, 7): 0, (9, 13): 0, (9, 13, 1): 0, (9, 13, 6, 7): 0, (9, 13, 6, 7, 1): 0, (9, 3): 0, (9, 3, 1, 7): 0, (9, 3, 11, 1): 0, (9, 6, 7): 0, (9, 6, 7, 1): 0, (9, 6, 7, 3): 0, (9, 7, 6, 1): 0, (9, 7, 6, 11): 0, (9, 7, 6, 13): 0}","[5, 4, 2, 10]","{(4,): 38}"
glasgow_2012_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
